Data;INSOLACAO;PRECIPITACAO;TEMPMAXIMA;TEMPMEDIA;TEMPMIN;UMIDADE
22/11/1998;0;2;22.8;18.08;16;78
23/11/1998;1;0;25.3;18.88;13.3;69.75
24/11/1998;1;0;32.7;22.1;15.1;88
25/11/1998;1;0;34.8;26.38;18;49.5
26/11/1998;0;0;33;24.44;19.8;80
27/11/1998;0;3.6;22.8;19.02;17.1;88
28/11/1998;0;0;29.2;21.08;16.8;75.5
29/11/1998;1;0;32.6;22.58;18;76
30/11/1998;1;0;28.5;21.7;17.8;68.75
01/12/1998;1;0;31.6;21.32;16.4;72.25
02/12/1998;1;0;33.4;24.66;16.5;58.25
03/12/1998;1;0;35.6;25.48;18.7;48.25
04/12/1998;0;0;32;22.34;17.7;84
05/12/1998;0;26.8;25.1;21.72;19.2;92.5
06/12/1998;0;43.7;27.1;21.14;18.6;76.25
07/12/1998;1;0;28.7;22.08;17.2;70.25
08/12/1998;1;0;33.7;24.78;17.8;67.5
09/12/1998;0;0;34;25.64;20.8;67
10/12/1998;0;31.6;30.3;22.52;18.9;86.5
11/12/1998;0;54.8;28.1;22.78;20.4;84.75
12/12/1998;0;7.6;30.9;24.88;21;78
13/12/1998;1;4;32.9;24.92;20.5;69
14/12/1998;0;0;34.2;25.3;19.9;70
15/12/1998;0;11;26.1;22.4;20.3;81.75
16/12/1998;0;0;29.5;23.36;18.2;75.75
17/12/1998;0;37;27.9;22.36;18;78
18/12/1998;1;0;29.5;23.02;18;61.75
19/12/1998;1;0;29.9;21.82;16.8;65.75
20/12/1998;1;0;30.2;22.34;17.9;72.5
21/12/1998;1;0;33.9;26.56;17.9;54.75
22/12/1998;0;0;29.6;23.96;20.8;73.5
23/12/1998;1;9.4;22.4;19.06;17;88.75
24/12/1998;0;7;23;19;16.2;89.75
25/12/1998;0;3;23.8;19.46;16.5;89
26/12/1998;0;2.5;27.4;21.6;18;80.25
27/12/1998;0;0;24.2;20.3;17.5;79.75
28/12/1998;1;2.6;30.9;24.26;18;63.25
29/12/1998;0;0;28.9;23.7;19.6;68.75
30/12/1998;0;0.2;30.9;24.4;21;70
31/12/1998;1;0;32.5;24.72;19.5;69.5
01/01/1999;0;0;31.6;22.88;17.4;87.75
02/01/1999;0;48.9;27.4;21.9;17.3;88.5
03/01/1999;0;0.7;31.8;23.7;20.1;79.25
04/01/1999;0;0;31;24.52;19.1;74.75
05/01/1999;0;0.8;30.6;23.26;19.1;79.5
06/01/1999;0;37.2;24.8;20.42;18.5;94.5
07/01/1999;0;20.7;24;20.04;17.7;95.5
08/01/1999;0;33.6;30;22.52;18.6;85.5
09/01/1999;0;13.4;29.7;23.06;19.8;90.25
10/01/1999;0;12.8;29.7;23;20.1;82.75
11/01/1999;0;0;27.7;22.78;20.2;86
12/01/1999;0;10;29.2;21.96;19;86.25
13/01/1999;0;3.6;26.8;21.2;18;85.75
14/01/1999;0;0.2;30.4;22.58;19;89.25
15/01/1999;0;47.6;26.6;22.34;19;81.75
16/01/1999;0;3.5;29.5;23.34;20;79.25
17/01/1999;0;0.4;31;23.68;19.3;80
18/01/1999;1;0;34.5;25.4;20.3;72
19/01/1999;1;0;36.7;28.24;21.7;56.25
20/01/1999;1;0;37;28.36;23;74.75
21/01/1999;0;0;36.7;27.16;22;68.5
22/01/1999;1;3.2;33.7;24.46;19.2;74
23/01/1999;0;13.2;32.6;24.3;19.3;70.25
24/01/1999;1;0;33.5;25.34;20.6;70.25
25/01/1999;0;0;33.3;25.2;20.3;72.25
26/01/1999;0;0;33;24.58;20.5;78.5
27/01/1999;0;40.6;29;22.46;19.5;82.5
28/01/1999;0;25.5;31;24.02;19.3;76.25
29/01/1999;0;0;32.3;25.7;20.4;70.5
30/01/1999;0;0;31.2;24.08;21.2;81.25
31/01/1999;0;3.2;28.2;23.14;20.3;81.5
01/02/1999;0;0;30;23.72;20.5;83.25
02/02/1999;0;3.6;32.7;24.22;19.6;72.25
03/02/1999;0;0.5;30.4;24.44;20.4;74.25
04/02/1999;0;0;33.5;23.58;20;81.5
05/02/1999;0;68.2;31.9;24.22;19.5;83
06/02/1999;0;1;31.7;24.24;19.9;80.5
07/02/1999;1;9.8;33;26.52;19.2;58.25
08/02/1999;0;0;28.7;23.44;20.3;73.5
09/02/1999;0;0;28.8;23.24;20.2;80
10/02/1999;0;19;29.6;22.58;19.8;87.5
11/02/1999;1;58.1;31.8;23.76;19;79
12/02/1999;1;0;30.4;23.5;19.2;73.5
13/02/1999;0;0;31.6;23.94;19.6;77.25
14/02/1999;0;1;32.1;25.28;20.5;65.25
15/02/1999;0;5.8;29.6;23.56;19.4;74.75
16/02/1999;0;0;32.4;24.32;19.4;75.25
17/02/1999;1;0.2;32.2;25.4;21;62.25
18/02/1999;0;0;32.8;25.32;21.2;76.25
19/02/1999;0;3;30.6;23.68;20.4;81
20/02/1999;0;1.5;31;23.38;20;84
21/02/1999;0;5.6;30.3;23.2;19.2;80.75
22/02/1999;0;11;27.9;21.44;18.5;91
23/02/1999;0;12.7;31.4;22.24;17.6;78.75
24/02/1999;0;45;30.6;23.34;18.5;72
25/02/1999;0;27.4;31.2;22.98;19.4;83.75
26/02/1999;0;43.2;29.6;23.14;19.4;82.25
27/02/1999;0;40.2;28.2;22.3;18.4;86
28/02/1999;0;13;31.6;22.98;18.4;79.5
01/03/1999;0;30.2;30.2;21.98;18.3;83.5
02/03/1999;0;50.1;30.2;23.22;18.8;76.5
03/03/1999;1;0;31.2;22.88;19;74.75
04/03/1999;1;0;29;22.38;18.5;82
05/03/1999;1;0;29.6;22.74;19.1;70.75
06/03/1999;0;0;29.1;22.54;19;75.25
07/03/1999;1;0;31.6;24.2;20;69.75
08/03/1999;1;0;30.6;24.3;20.3;71
09/03/1999;1;0;33;25.16;20.6;72.5
10/03/1999;0;25.3;32;25.28;20.5;75
11/03/1999;0;19.6;26.8;22;20.2;86.75
12/03/1999;0;14.2;24.5;20.4;18.6;86.5
13/03/1999;1;0.6;26.1;20.12;16.8;74.5
14/03/1999;0;0;23.3;18.86;16;77.5
15/03/1999;1;0;27.9;20.6;15.9;72.5
16/03/1999;0;0;28.8;21.86;17;74.25
17/03/1999;1;0;28.3;21.76;17.9;74.75
18/03/1999;1;0;29;21.9;17.6;70.75
19/03/1999;1;0;31.1;22.7;17.8;68.25
20/03/1999;1;0;32.5;24.38;18.6;68.25
21/03/1999;1;0;33.2;24.94;20;65.5
22/03/1999;0;1.6;29.8;23.28;20.4;76.75
23/03/1999;0;0.2;26.6;21.84;20;88.25
24/03/1999;0;7.8;28.5;23.04;18;76.75
25/03/1999;1;0;33;25.44;20.4;67
26/03/1999;0;0;31.5;24.36;20.7;74.75
27/03/1999;1;0;33.4;24.68;20;73.5
28/03/1999;1;0;34;26.84;20.2;63
29/03/1999;1;0;33.8;26.96;23.4;60.75
30/03/1999;1;1.7;31.9;24.86;21.2;74.75
31/03/1999;0;36;28.1;22.82;19;81.25
01/04/1999;1;0;31.5;24.52;20.7;73.25
02/04/1999;1;0;33.4;26.32;21.1;68.5
03/04/1999;0;0;31.5;25.36;22.3;74.5
04/04/1999;0;0;28.8;23.12;20.5;73.25
05/04/1999;1;0;31.1;23.4;19.3;73.5
06/04/1999;0;0;30.1;23.32;20.3;74.75
07/04/1999;1;0;29.2;21.82;17.9;69
08/04/1999;0;0;27.2;21.04;17.2;81.25
09/04/1999;0;1.2;23.8;19.28;17.8;79.75
10/04/1999;0;0;23.6;18.36;16;79.25
11/04/1999;1;2;26.3;19.12;14.1;74.75
12/04/1999;0;0;29.6;21.64;15.8;67.5
13/04/1999;0;0;29.1;22.26;17.6;74
14/04/1999;1;1.6;31;21.46;16.9;78.5
15/04/1999;0;18.4;27.3;21.78;16.7;74
16/04/1999;0;6;24.7;19.92;16.3;78
17/04/1999;0;4.9;21.8;15.74;13.4;58.5
18/04/1999;1;0;23.3;15.62;8.6;48.75
19/04/1999;1;0;26.8;16.56;8.3;66.5
20/04/1999;1;0;28.3;18.76;13.1;68
21/04/1999;0;0;26.5;19.56;15.8;81
22/04/1999;0;1;25.7;19.88;16.7;80.25
23/04/1999;1;0;25.8;18.92;16;73.25
24/04/1999;0;0;26.8;18.68;14;72.5
25/04/1999;1;0;26.1;18.76;15.3;70.75
26/04/1999;1;0;26;18.22;13.9;68.75
27/04/1999;0;0;24.5;18.38;14.4;76
28/04/1999;0;0.7;25.1;18.42;14.6;75.75
29/04/1999;1;0;27;19.52;14.6;73.5
30/04/1999;1;0;28.6;20.36;15;67.25
01/05/1999;1;0;27.5;19.74;15.4;75.75
02/05/1999;1;0;26.8;19;15;73.25
03/05/1999;1;0;28.2;19.56;14.4;75.75
04/05/1999;1;0;28.1;20.6;14.7;63.5
05/05/1999;1;0;29.6;22.22;16.1;58.25
06/05/1999;0;0;26.2;19.7;14.1;72.25
07/05/1999;0;29.9;23;18.24;15.3;79.25
08/05/1999;0;0;23;17.48;15;64.75
09/05/1999;1;0;23.9;17.78;14.5;74
10/05/1999;1;0;25.2;17.74;13.7;67
11/05/1999;0;0;25.2;19.06;13.4;65
12/05/1999;0;0;26;19.3;15.1;74.25
13/05/1999;0;0.4;21.5;15.58;13;84.5
14/05/1999;0;2;20.2;14.6;11.8;69.5
15/05/1999;0;0;21;14.92;11.6;75
16/05/1999;1;0;23.2;15.54;10.6;76
17/05/1999;1;0;25.5;17.38;11.8;62.75
18/05/1999;1;0;26.5;17.62;12;71.25
19/05/1999;1;0;26.1;19.22;13.2;61.75
20/05/1999;1;0;21.6;13.92;8;46.75
21/05/1999;0;0;20;14.12;10.5;74
22/05/1999;1;0;20.6;13.9;9.8;69.75
23/05/1999;0;0;21.9;15.22;10.3;71.5
24/05/1999;1;0;24.4;16.62;9.4;58
25/05/1999;0;0;22.1;16.04;13.1;74
26/05/1999;0;0;23.6;16.92;11.4;75
27/05/1999;0;0;27.6;19.4;11.6;66.5
28/05/1999;0;0.1;21;17.44;15.2;85.25
29/05/1999;0;0;29.2;21.56;15.1;60.75
30/05/1999;1;2.7;25;16.28;12.6;56
31/05/1999;0;0.4;16;11.96;9;80
01/06/1999;1;0.1;22.4;14.32;8.8;77
02/06/1999;1;0;22.4;14.86;10.1;77.75
03/06/1999;0;0;27.5;18.54;11.2;65
04/06/1999;0;0;23.2;16.38;12.9;81.75
05/06/1999;0;0;20.6;15.88;14;81.5
06/06/1999;0;4;16.4;13.78;12.9;90.5
07/06/1999;0;4;19.8;14.82;11.3;85.75
08/06/1999;0;0;22.3;16.38;12.2;83.75
09/06/1999;1;0;25.8;18.66;14.7;66.75
10/06/1999;0;0;25.6;19.76;13.5;68.5
11/06/1999;0;0;21.7;16.06;13.5;87.75
12/06/1999;0;0;27;18.1;13.5;75.5
13/06/1999;0;0.3;21.8;16;11;81
14/06/1999;0;0;19.1;15.3;13;91.75
15/06/1999;0;24.3;22.8;16.66;13.7;82.25
16/06/1999;0;0;22.2;17.22;13.9;80.5
17/06/1999;1;0;23.9;16.3;11.7;75
18/06/1999;0;0;25.1;16.14;10.8;80.75
19/06/1999;0;0;22.2;15.6;11.2;85.75
20/06/1999;0;15.6;17.4;14.98;13.7;93.25
21/06/1999;1;35.2;20.6;15.68;12.6;68.75
22/06/1999;0;0;20.4;14.94;11.5;84
23/06/1999;0;0;22.8;15.36;11.2;89.5
24/06/1999;0;0;24.8;15.8;9.5;75
25/06/1999;1;0;27.2;17.88;9.4;68.25
26/06/1999;0;0;23.5;17.38;14.5;76.5
27/06/1999;1;0;27.5;18.32;12.8;65.25
28/06/1999;1;0;28.5;19.62;13;59.5
29/06/1999;1;0;28.7;20.9;15.4;58
30/06/1999;0;0.8;21.9;14.84;12;78
01/07/1999;1;0;20.6;14.2;10.4;78.25
02/07/1999;0;0;26.5;17.58;12;73.75
03/07/1999;0;0;28.5;21.26;13.2;58.5
04/07/1999;0;0.1;24.8;17.1;14.8;83.5
05/07/1999;0;8.5;17.1;13.4;11.7;94
06/07/1999;0;13.4;19.6;15.12;11.4;85.75
07/07/1999;0;0;19.2;15.86;13.1;89.75
08/07/1999;0;0.2;23.3;16.14;13.6;94.25
09/07/1999;0;0;20.6;14.64;11.8;75
10/07/1999;1;0;21.8;14.5;9.4;77.75
11/07/1999;0;0;23;15.78;12.5;78.5
12/07/1999;1;0;22.2;15.12;11.9;69
13/07/1999;1;0;22.6;15.6;9.8;70.75
14/07/1999;1;0;25;17.74;10.9;57.25
15/07/1999;1;0;29;20.04;13.2;54.25
16/07/1999;1;0;29;20.86;14.3;58.25
17/07/1999;1;0;28.2;18.68;15;71.25
18/07/1999;0;0;21.4;16.72;14;84.5
19/07/1999;0;0;26.8;19.04;13.2;78.75
20/07/1999;1;0;29.5;21.34;13;54
21/07/1999;0;0;27.6;20.2;17.2;68.25
22/07/1999;0;0;21.2;15.36;12.8;80.5
23/07/1999;0;0;22.4;16;12.6;81.5
24/07/1999;0;0;26;17.6;13.6;77
25/07/1999;1;3.2;26.8;17.88;11.4;67.75
26/07/1999;1;0;28.6;19.76;11.4;53.75
27/07/1999;1;0;29.8;20.64;14.4;50
28/07/1999;0;0;22.8;17.08;14.4;84.5
29/07/1999;1;0;25.4;17.88;14.2;78.25
30/07/1999;1;0;29.2;19.96;12.6;62
31/07/1999;0;0.2;22;13.08;10;83
01/08/1999;0;0;19.6;13.76;10;78.5
02/08/1999;0;0;25.3;15.58;10.5;85
03/08/1999;1;0;22.8;15.22;11.1;67.25
04/08/1999;1;0;22.8;15.86;12;74.75
05/08/1999;0;0;24.8;17.06;12;72
06/08/1999;1;0;28.6;19.02;11.1;55.5
07/08/1999;1;0;30.1;21.12;12.9;44.75
08/08/1999;0;0;25.3;15.54;12.1;82.75
09/08/1999;1;0;26.3;15.94;11.4;79.25
10/08/1999;1;0;29.6;18.36;10.2;60.75
11/08/1999;1;0;30.8;20.28;11.4;60.25
12/08/1999;1;0;30.4;21.28;13.6;40.25
13/08/1999;1;0;30.9;19.62;14.6;63.5
14/08/1999;0;0;19.2;11.6;8;81
15/08/1999;0;0;12.2;7.84;5.4;82.5
16/08/1999;0;1.4;16.6;10.44;5.4;75.25
17/08/1999;0;0;20.5;12.52;7.8;70.75
18/08/1999;1;0;23.8;14.66;9.2;72.25
19/08/1999;0;0;25;16.2;10.9;69.75
20/08/1999;1;0;26;17.32;12.8;70.75
21/08/1999;1;0;28.2;19.1;12.5;51
22/08/1999;1;0;29.3;20.58;13.4;47.75
23/08/1999;1;0;27.2;17.84;13.4;65.75
24/08/1999;1;0;26.6;16.7;12.2;69
25/08/1999;1;0;27.1;19.28;11.9;46.75
26/08/1999;1;0;28.6;20.96;14.2;40.25
27/08/1999;1;0;28.3;18.94;14.8;65.75
28/08/1999;1;0;29.7;17.74;10.4;74.5
29/08/1999;0;0;29.6;21.48;15.6;58.75
30/08/1999;1;0;29.1;19.9;14.6;60
31/08/1999;1;0;31.6;22.62;14.5;45.25
01/09/1999;1;0;30.9;23.98;17.2;37.25
02/09/1999;1;0;30.9;25.24;17.3;29.25
03/09/1999;1;0;31;22.4;17.3;54.25
04/09/1999;1;0;30.5;22.08;16.6;47.5
05/09/1999;1;0;27.9;19.92;15;65
06/09/1999;0;0;29.9;22.98;16.4;53
07/09/1999;0;0;33.5;26.04;19;39.25
08/09/1999;0;0;31.1;26.48;22.6;48.25
09/09/1999;0;31.2;26.3;18.78;15.8;88
10/09/1999;0;16;17.9;14.36;13;88.25
11/09/1999;0;0;16.4;14.8;13;83.75
12/09/1999;0;10.4;16.8;15.16;13.8;90.5
13/09/1999;0;2.6;23.9;17.78;14.2;79
14/09/1999;0;0;29.1;20.26;15.8;74
15/09/1999;0;8.5;19.8;17.52;16.5;86
16/09/1999;1;1.1;20.5;15.5;11.8;71.5
17/09/1999;0;0;19.4;16.12;13.8;78.25
18/09/1999;1;0;25.1;18.06;14.6;72.75
19/09/1999;0;0;26.9;18.16;14.7;78
20/09/1999;0;0;23.4;18.3;15.1;84.5
21/09/1999;0;0;26.9;20.06;17;81
22/09/1999;0;0;20;15.84;13.9;81.25
23/09/1999;0;1.6;16.6;13.1;11.5;74.75
24/09/1999;1;0;18.1;12.38;8.8;67.25
25/09/1999;1;0;21.3;14.32;9.9;62.75
26/09/1999;1;0;27.7;18.52;10.7;52
27/09/1999;1;0;24.9;16.58;10.6;68.25
28/09/1999;1;0;29.1;20.92;13.5;57.25
29/09/1999;0;0;30.7;20.76;16.7;77
01/10/1999;1;0;32.8;24.32;14.8;55.25
02/10/1999;0;8.4;28.3;19.48;15.1;89.25
03/10/1999;0;1;18;13.36;12;80.25
04/10/1999;0;0.1;12.6;11.88;10.6;89.25
05/10/1999;0;1.3;18.8;14.22;11.1;76
06/10/1999;0;0;22.1;15.96;12.1;73
07/10/1999;1;0;24.9;18;13.6;73.5
08/10/1999;0;10.8;23.9;20.04;15.9;81.5
09/10/1999;1;2.9;24.9;17.68;14.3;70.5
10/10/1999;0;0.7;19.6;15.28;13.4;78.25
11/10/1999;0;0;18.8;15.76;12.9;78.75
12/10/1999;0;0;23.1;17.28;13.7;73
13/10/1999;1;0;29.9;20.42;15.1;69.75
14/10/1999;1;0;31.5;20.52;15.5;74.25
15/10/1999;0;0;31.9;24.8;16.1;50.25
16/10/1999;0;0.7;27.3;21.44;14.7;74
17/10/1999;0;11.8;26.9;20.84;18.3;86.5
18/10/1999;0;4.6;20.4;18.02;16.9;84
19/10/1999;0;0.2;18.1;16.2;14.8;93
20/10/1999;0;0;18.6;16.48;14.8;85.75
21/10/1999;0;0;20.5;16.76;14.7;81.25
22/10/1999;1;0;25;18.58;15.3;69.5
24/10/1999;1;0;22.7;16.58;11.7;67
25/10/1999;0;0;20.3;16.28;11.7;74
26/10/1999;0;0;18.3;16.64;14.7;80.25
27/10/1999;0;0;23.1;18.02;14.3;84.75
28/10/1999;0;13.3;26;19.66;14.2;81.25
29/10/1999;0;6.2;26.3;20.1;15.8;71.25
30/10/1999;0;0;20;17.8;15.8;72.75
31/10/1999;1;0;20.9;16.36;14.7;61
01/11/1999;1;0;24.5;16.94;10.8;64.5
02/11/1999;1;0;27.7;19.72;14.3;65
03/11/1999;0;0;29.4;22.22;15.4;52.5
04/11/1999;0;0;30.7;24.3;14.5;46.25
05/11/1999;0;0;25.8;20.12;17.3;84.25
06/11/1999;0;3.1;21.7;16.64;14.1;72.75
07/11/1999;1;0;26.3;18.72;13.5;69.75
08/11/1999;1;0;31.5;23.02;15.7;58.75
09/11/1999;0;9.4;22.6;16.48;13.9;90.25
10/11/1999;0;3.6;14.3;12.56;11.5;86
11/11/1999;0;0;21.3;16;11.5;69.25
12/11/1999;0;0.8;21.2;16.84;14.4;92
13/11/1999;0;26.4;17.7;16.24;14.9;94.75
14/11/1999;1;0.6;21.4;17.16;15;77.25
15/11/1999;0;0.3;19;15.8;14.1;77
16/11/1999;0;0;20.3;15.54;11.7;67.25
17/11/1999;1;0;21.9;16.38;12.6;56.25
18/11/1999;0;0;23.3;16.76;13.2;69.75
19/11/1999;0;0;23.1;16.72;13.7;75.5
20/11/1999;0;0;27.9;19.36;15.1;76.5
21/11/1999;0;39.7;26;20.24;15;71.25
22/11/1999;1;0;28.3;21.02;16;71
23/11/1999;1;0.6;29;21.2;15.9;58.5
24/11/1999;1;4.4;29.5;21.98;15.9;62.5
25/11/1999;1;0.1;31.5;24.04;16.7;41.75
26/11/1999;0;6.2;25;21.24;17.6;77.25
27/11/1999;1;6.2;29.5;22.6;18;47.75
28/11/1999;1;0;25.5;20.2;16.9;64.75
29/11/1999;1;0;25;20.1;15.7;66.75
30/11/1999;0;0;23.6;19.04;15.6;75.75
01/12/1999;1;0;26.5;20.58;16.6;69.5
02/12/1999;1;0;29.5;21.74;17.2;65.25
03/12/1999;0;0;30.1;23.76;18.4;68.25
04/12/1999;0;6.6;27;22.9;19.5;66.25
05/12/1999;1;0;30.9;23.88;19.4;57.5
06/12/1999;0;0;27.5;21.76;16.7;84.75
07/12/1999;0;28.9;25.3;20.36;16.7;83.5
08/12/1999;0;0.4;29.3;22.14;19;85.25
09/12/1999;0;9.5;24.7;21.26;19.3;82.25
10/12/1999;0;0.1;23.1;20.12;18.6;84
11/12/1999;0;0.1;22.1;19.64;18.1;85.25
12/12/1999;0;0.2;23.1;19.52;17.8;88.75
13/12/1999;0;1.1;22.9;19.52;17.7;86.75
14/12/1999;0;16.3;24.5;21.68;17.7;81.25
15/12/1999;1;2.2;27.9;23.96;20.1;57.5
16/12/1999;1;0;28.7;23.16;20.3;39.75
17/12/1999;1;0;28.8;22;18.4;64.75
18/12/1999;1;0;28.2;21.36;17;68.5
19/12/1999;1;0;31.1;24.2;17.3;48.75
20/12/1999;1;0;31.1;23.68;19.4;60
21/12/1999;1;0;30.7;23.1;18.4;67
22/12/1999;1;0;32.5;23.64;18.8;64.5
23/12/1999;0;5.3;24;20.46;18.9;74
24/12/1999;0;0.2;25.3;20.46;17.2;80
25/12/1999;0;1.3;27.3;21.64;17.9;76.5
26/12/1999;0;0.1;30.1;23.4;19.3;73.25
27/12/1999;0;0.2;29.2;23.74;19.7;79
28/12/1999;1;2.1;30.2;23.42;19.1;68.5
29/12/1999;1;0;30.1;23.36;18.7;67
30/12/1999;1;0;32.1;24.64;18.5;64.5
31/12/1999;0;0;31.3;24.76;20.7;71.25
01/01/2000;0;16.8;24.7;21.4;19.7;93.5
02/01/2000;0;49.8;20.8;18.8;17.6;94.5
03/01/2000;0;14.8;23.7;19.46;17.3;89.75
04/01/2000;0;60.8;22.7;20.82;18;84.25
05/01/2000;0;6.3;22.2;21.16;19.6;88.5
06/01/2000;0;7.2;26.9;22.44;20.2;89
07/01/2000;0;17.6;28.8;22.74;18.8;86.5
08/01/2000;1;6.9;30;22.72;19;74.75
09/01/2000;0;12.6;29.9;23.96;20.1;73.75
10/01/2000;1;11;32.1;24.38;19.7;62.75
11/01/2000;1;0;31.4;26;20.1;56
12/01/2000;1;0;30.7;24.38;21.5;74.5
13/01/2000;1;5.6;31.4;24.92;20.7;66.75
14/01/2000;1;0;31.3;25.64;22.4;65
15/01/2000;0;0.6;30.7;24.76;21.3;71.75
16/01/2000;0;0.3;29.7;24.48;20.5;80.75
17/01/2000;1;16;31.5;25.46;20.5;68.5
18/01/2000;1;5.8;31.2;25.48;22;71.75
19/01/2000;0;7.4;24.7;21.38;19.7;90.75
20/01/2000;0;9.2;25.9;20.96;18.3;75.25
21/01/2000;0;0;27.7;22.02;17.8;73.75
22/01/2000;1;0;30.1;23.88;18.9;61.75
23/01/2000;1;0;30.1;22.66;18;63
24/01/2000;0;0;29;22.88;18.4;72.75
25/01/2000;1;0;31.5;24.86;20.8;74.75
26/01/2000;0;39.4;24.9;20.04;17.9;91.5
27/01/2000;0;40.2;23.3;19.16;17.1;80.5
28/01/2000;1;0;23.6;18.48;15;63.5
29/01/2000;0;0;23.8;19.02;15.3;74
30/01/2000;0;0;28.1;21.3;16.7;74
31/01/2000;0;0;29.1;23.1;19;78.5
01/02/2000;0;16.5;25.7;22.8;20.4;87.75
02/02/2000;1;3.6;28.5;23.04;19.9;74.75
03/02/2000;0;0;28.8;24.6;20.2;72.5
04/02/2000;0;0;28.4;23.82;21.5;84.5
05/02/2000;0;52.7;27.5;22.36;20;82.25
06/02/2000;0;5;26.4;21.58;19.5;79.5
07/02/2000;0;0;24.1;20.64;17.7;81.25
08/02/2000;0;0;24.7;20.88;18.5;80.75
09/02/2000;0;0;26.3;22.28;19.7;86
10/02/2000;0;18.3;25.3;21.82;19.7;87.5
11/02/2000;0;16.8;24.3;21.62;20.1;86.5
12/02/2000;0;8.7;25.3;21.6;19.3;90.25
13/02/2000;0;11.6;22.3;20.88;19.9;94
14/02/2000;0;19.5;29.7;23.54;19.3;75
15/02/2000;1;0;30.9;24.92;20.3;65.25
16/02/2000;0;0;24.9;20.68;18.5;87
17/02/2000;0;36.3;20;17.52;16.2;92.5
18/02/2000;0;10.1;21.3;18.24;15.3;73
19/02/2000;0;0;23.6;19.24;15.4;77.75
20/02/2000;0;0;26.2;20.32;17;75.5
21/02/2000;1;0;29.7;22.2;17.4;69.5
22/02/2000;1;0;31.1;23.76;19.2;70
23/02/2000;1;36.4;30.2;23.76;19.4;73.5
24/02/2000;0;2.2;30.1;24.36;20.4;72.25
25/02/2000;1;1;29.5;23.52;19.7;71.25
26/02/2000;1;0;30.2;23.8;20.2;74.5
27/02/2000;0;0;30.7;24.36;21;81.25
28/02/2000;1;1.7;31;24.12;20.2;73.75
29/02/2000;0;6.2;29.5;23.48;20.4;75.75
01/03/2000;1;2.8;29.3;23.62;20;73.75
02/03/2000;1;9.7;29.9;23.6;19.7;71.75
03/03/2000;0;0;29.1;23.04;19.2;76.75
04/03/2000;1;4.2;31.7;24.94;19.1;63.75
05/03/2000;1;0.2;31.8;25.3;20.7;65.5
06/03/2000;1;0;31.4;26.3;21.7;60.5
07/03/2000;0;0.5;26.5;21.16;18.7;87.5
08/03/2000;0;20.6;21.1;17.94;16.4;81.25
09/03/2000;0;0;24.7;19.12;14.7;70.25
10/03/2000;0;0;25.7;20.06;16.4;74.75
11/03/2000;0;0;22.3;19.48;17.5;84.25
12/03/2000;0;0;22.7;18.98;17.3;75.5
13/03/2000;1;0;25;19.3;14.7;68.75
14/03/2000;1;0;26.9;20.1;15.4;69.5
15/03/2000;0;0;25.9;20.74;17.4;81
16/03/2000;0;0;28.3;22.6;19.4;83.75
17/03/2000;0;15.9;29.1;23.26;20;83
18/03/2000;0;5.8;28.1;22.32;19.5;86.25
19/03/2000;0;16.8;23;19.76;18.4;78.75
20/03/2000;0;0;20.9;19.4;17.2;84.5
21/03/2000;0;0.7;25.7;20.96;18.2;84
22/03/2000;0;4;24.1;20.6;19;87.75
23/03/2000;0;1.6;26.4;22.1;19;83
24/03/2000;1;0;30.6;23.68;19;72
25/03/2000;0;0;25.6;21.58;19.5;76.5
26/03/2000;0;0;25.9;21.3;18.8;83.25
27/03/2000;0;2.9;27.9;23.14;18.9;72.75
28/03/2000;0;0;25.1;21.74;19.5;80.25
29/03/2000;0;8.1;20.5;19.32;18.3;91.5
30/03/2000;0;3.9;23.5;20.24;17.8;85.5
31/03/2000;1;2.4;29.1;22.1;18.4;76.25
01/04/2000;0;4;27.3;21.3;18.3;79.25
02/04/2000;0;0.1;22;19.1;17.9;80
03/04/2000;0;0.8;20.1;16.9;14.7;83.75
04/04/2000;1;0.1;24.3;19.04;15.7;70.75
05/04/2000;1;0;25.3;19.66;15.7;75.25
06/04/2000;1;0;26.3;20.78;16.7;71
07/04/2000;1;0;28.3;22.06;18.2;70.25
08/04/2000;0;0;29.2;22.32;18.4;75.25
09/04/2000;0;0;29.2;21.68;17.7;74.25
10/04/2000;1;0;29.5;22.88;18.6;69.25
11/04/2000;1;0;28.9;23.28;18.3;60
12/04/2000;1;0;29.2;23.02;16.9;46.25
13/04/2000;1;0;29.5;24.22;18.1;52.75
14/04/2000;1;0;29.2;22.24;19.5;75.5
15/04/2000;0;0.8;26.3;21.32;18.7;69
16/04/2000;1;0;25.2;19.44;16.3;70
17/04/2000;0;0;25.3;20.04;16.4;76.75
18/04/2000;0;0;26.8;22.28;18.2;72.25
19/04/2000;0;0;25.8;22.5;19.7;79.5
20/04/2000;1;0.5;25.7;20.38;17.7;57.75
21/04/2000;1;0;23.6;17.9;14.7;66.5
22/04/2000;0;0;21.5;17.66;14.7;73
23/04/2000;1;0;23.8;18.24;15.4;71.75
24/04/2000;1;0;26.5;18.86;14;68.5
25/04/2000;1;0;25.8;18.42;14;66.5
26/04/2000;1;0;25.3;18.24;12.5;59.75
27/04/2000;1;0;26.1;19.4;13.7;66.25
28/04/2000;1;0;27.3;20.04;14.7;68.5
29/04/2000;1;0;27.7;20.26;15.1;67.25
30/04/2000;1;0;28.7;21.66;16.3;63
